cod.mun,departamento_y_municipio,t_2001,h_01,m_01,t_2012,h_12,m_12,tmn_2001_2012(%),tac_ 2001_2012(%),ind_mas,urbana,rural,pob_insrc_%,pob_ci_%,t_taf>15,h_>15,m_>15,t_ae(6_19),h_ae(6_19),m_ae(6_19),nin_(ni>19),prim_(ni>19),se_(ni>19),sup_(ni>19),ins_(ni>19),otro_(ni>19),t_aest,h_aest,m_aest,est_sal_ultpar,dom_ultpar,otro_ultpar,sinesp_ultpar
050502,Toro Toro,10535,5298,5237,10870,5445,5425,-5.047972089,0.2792160528,100.3686635945,0,100,95.0532654006,68.9236430543,80.332367739,89.3507281553,71.2228011033,85.1273148148,86.5915492958,83.5812016657,25.1986183074,49.274611399,17.7202072539,6.3212435233,0.6908462867,0.7944732297,4.5313858459,5.3262460788,"3,7","22,5","74,9","2,4","0,2"
050601,Cotagaita,24025,11425,12600,31801,15558,16243,-0.0431468431,2.5010804814,95.7827987441,20.2006226219,79.7993773781,98.257487113,81.7018332757,89.7156084656,97.1595900439,82.7336812231,86.4643237487,86.8269844648,86.1010445534,15.0326797386,39.3831361746,35.0510452115,9.2907686491,0.8966672068,0.3457030195,6.5826771654,7.5201399075,"5,7","48,0","49,4","2,4","0,1"
050602,Vitichi,11298,5188,6110,10646,4985,5661,-3.0852994555,-0.5301942273,88.0586468822,0,100,98.6425339367,85.8726282172,82.4347332577,95.5909943715,71.5064935065,88.4451219512,89.6825396825,87.2107186358,22.5565132542,42.5109773947,28.1834444625,6.163603838,0.406570174,0.1788908766,5.3041632653,6.6457038391,"4,2","28,2","68,5","2,9","0,4"
050701,Villa deSacaca,18725,9335,9390,19611,9955,9656,-5.8816468611,0.4123629273,103.0965202983,12.2533272143,87.7466727857,97.644517589,74.0604762633,84.5236108794,93.635007459,75.2897698639,81.3699967459,86.5015479876,75.6858710562,21.8453578615,52.0647695698,17.533774073,7.5596435757,0.6323656223,0.3640892977,4.8069364162,5.7617300637,"3,9","30,0","64,6","4,9","0,6"
050702,Caripuyo,9030,4548,4482,8704,4586,4118,-10.5348679756,-0.3279707923,111.3647401651,0,100,98.6849694313,80.6985294118,87.1654833424,96.3435667472,76.9082498072,87.5560538117,91.0987482615,83.4410339257,18.1198347107,52.520661157,22.3760330579,5.9297520661,0.4958677686,0.5578512397,5.0151641047,6.1492125984,"3,7","16,8","81,0","1,4","0,7"
050801,Tupiza,38337,18179,20158,44814,21672,23142,-1.306955051,1.3923949883,93.6479128857,61.2821886018,38.7178113982,98.5373951276,78.2010086134,92.4563695441,98.0492303327,87.4523990861,88.7811427719,88.0023381558,89.5931738534,10.9334688453,31.2094441404,36.7484950356,17.9462121804,2.400125088,0.7622547103,8.1640877872,8.9761316171,"7,5","63,1","33,9","2,7","0,3"
050802,Atocha,9536,4751,4785,11234,5784,5450,1.9534883721,1.4616617474,106.128440367,39.7721203489,60.2278796511,99.5881457606,79.4641267581,96.1576917583,98.8983751033,93.2047477745,92.447391179,92.260235558,92.6453143535,6.2582781457,27.3013245033,46.2913907285,17.9139072848,1.6225165563,0.6125827815,9.0130217028,9.572206212,"8,4","78,8","19,9","1,2","0,2"
050901,Colcha K,9645,4871,4774,12997,7103,5894,8.5252795565,2.6605284382,120.5123854768,0,100,98.9739237772,83.3730860968,95.7852655625,98.4772590663,92.215727949,86.5452568633,84.7538380095,88.4357541899,5.8330107111,29.7586785392,42.3796618919,19.3702413215,2.4261194993,0.2322880372,8.880686249,9.9566696915,"7,4","39,6","56,5","3,8","0,1"
050902,San Pedro de Quemes,815,444,371,1060,568,492,8.0299785867,2.3443924909,115.4471544715,0,100,97.6280834915,88.7735849057,97.256515775,99.5012468828,94.512195122,88.0165289256,85.15625,91.2280701754,3.9634146341,22.5609756098,52.1341463415,19.8170731707,1.5243902439,0,9.6323076923,10.3605633803,"8,8","46,8","51,5","1,7","0,0"
051001,San Pablo de Lipez,2523,1286,1237,3371,1819,1552,1.5725518227,2.5845499645,117.2036082474,0,100,98.6853899014,75.852862652,95.1242381622,98.462852263,91.0602910603,82.6173826174,81.6822429907,83.6909871245,8.6160473883,39.3645665051,39.0414647281,11.7393645665,0.7539041465,0.4846526656,7.2994565217,8.2270483712,"6,2","32,6","62,5","4,8","0,1"
051002,Mojinete,716,331,385,1180,587,593,-3.2195121951,4.4561386628,98.9881956155,0,100,94.4539249147,72.1186440678,95.6577266922,98.4334203655,93,84.0909090909,90.6040268456,77.9874213836,9.0909090909,37.9509379509,43.5786435786,8.658008658,0.4329004329,0.2886002886,7.0261248186,8.0233918129,"6,0","20,7","71,4","8,0","0,0"
051003,San Antonio de Esmoruco,1666,824,842,2284,1117,1167,0,2.8141581272,95.7155098543,0,100,97.8863936592,82.3117338004,92.4381625442,96.5417867435,88.4882108183,82.1376281113,85.1963746224,79.2613636364,10.7803700724,40.6275140788,43.765084473,4.5856798069,0.0804505229,0.1609010459,6.2308930008,7.0131147541,"5,5","24,0","70,6","5,2","0,2"
051101,Puna,23099,10894,12205,21917,10485,11432,-4.9127038222,-0.4685174361,91.7162351295,0,100,98.4386480529,82.6436099831,85.5045746279,94.7029558092,77.4577572965,88.229784577,89.8065704636,86.5989202922,21.5836326722,40.3326565672,29.4080899578,7.7151335312,0.694986725,0.2655005466,5.6956692296,6.9688139059,"4,6","34,7","62,1","3,1","0,2"
051102,Caiza D,10914,5305,5609,12067,5916,6151,0.7066795741,0.8957782912,96.1794830109,21.9441451894,78.0558548106,98.5268414482,86.9893096876,91.7924987823,97.3897617841,86.6150961088,89.6339677892,90.1592718999,89.0766445383,12.3087621697,41.40472879,32.0445062587,12.6564673157,1.1961057024,0.3894297636,6.781544521,7.842865566,"5,8","45,5","50,6","3,7","0,1"
051103,Ckochas,16886,7987,8899,15812,7961,7851,-6.5653178329,-0.5861579942,101.4010954019,0,100,95.9885204082,63.5466734126,81.3703099511,90.4888299049,72.5502781344,82.4770146025,85.9032370345,78.7958115183,28.1025641026,47.2051282051,21.0128205128,3.1923076923,0.4615384615,0.0256410256,4.3673521851,5.25282523,"3,5","22,8","73,3","3,8","0,1"
051201,Uyuni,18705,9184,9521,29672,14504,15168,5.3235781559,4.115618879,95.6223628692,61.1148557563,38.8851442437,98.9090293071,79.6474791049,95.6388238355,98.4324324324,93.0456598093,89.7479758239,89.247311828,90.2671312427,6.3449186626,27.3605858695,41.6231466475,21.2737859415,2.8152950357,0.5822678432,9.1218154312,9.9306578613,"8,4","58,6","38,6","2,6","0,2"
051202,Tomave,12764,6188,6576,14789,7341,7448,-2.6132121409,1.3134551907,98.5633727175,0,100,98.7551020408,76.4149029684,89.2603641601,97.1302890658,81.6656559531,90.4285048905,91.201814059,89.6122546673,14.924330617,40.884749709,34.2142025611,8.8940628638,0.8032596042,0.2793946449,6.4225549836,7.6775205017,"5,2","36,7","58,8","4,3","0,2"
051203,Porco,5959,2952,3007,10866,5541,5325,7.8050981277,5.3583241747,104.0563380282,74.5812626542,25.4187373458,97.6569735136,75.2530830112,95.8102279729,98.3505154639,93.0255085567,90.1150139882,90.7313997478,89.51563458,5.9224318658,35.2900069881,45.9468902865,11.4081062194,0.8735150245,0.5590496157,7.9369162996,8.6401884887,"7,2","66,7","30,5","2,6","0,1"
051301,Arampampa,4859,2506,2353,4170,2129,2041,-6.3690645436,-1.363954991,104.3116119549,0,100,97.5472160903,65.7314148681,87.75671406,93.9024390244,81.1475409836,81.5208503679,84.4094488189,78.4013605442,15.2317880795,58.0132450331,17.2185430464,8.5209713024,0.7947019868,0.2207505519,5.0918367347,5.7076526225,"4,4","32,1","63,0","4,5","0,4"
051302,Acasio,5764,2879,2885,6161,3059,3102,-4.9709864603,0.5941115393,98.61379755,0,100,98.1868670369,74.3872747931,87.9174585935,93.8453159041,82.0249052518,86.6473149492,88.4541984733,84.7890088322,16.5977742448,47.2496025437,26.4546899841,8.2988871224,1.0492845787,0.3497615262,5.6514762516,6.6015523933,"4,7","36,7","60,1","2,7","0,5"
051401,Llica,2901,1486,1415,4150,2183,1967,-0.8769448373,3.1936878053,110.9811896289,0,100,98.7612339082,85.3012048193,98.5155195682,99.4965387036,97.3818181818,82.9388560158,78.4277879342,88.2226980728,3.0269058296,24.7010463378,42.9372197309,28.2511210762,0.8968609865,0.1868460389,9.714720426,10.634807418,"8,7","44,3","52,0","3,6","0,1"
051402,Tahua,2166,1093,1073,1700,878,822,-3.164983165,-2.1608077228,106.8126520681,0,100,98.755186722,87.4117647059,97.138047138,99.5169082126,94.532627866,91.2114014252,90.7834101382,91.6666666667,4.5880149813,26.4981273408,47.4719101124,20.3183520599,0.8426966292,0.2808988764,9.1815616181,10.4782608696,"7,8","33,8","63,0","2,9","0,2"
051501,Villazón,36266,17215,19051,44906,21513,23393,-0.6380285692,1.9060359146,91.9634078571,78.6910435131,21.3089564869,98.1695827725,81.6795083062,93.2361417189,97.6788740697,89.4498869631,89.4178334562,89.2242636337,89.615613826,9.923543785,35.3156774651,39.1187830062,13.7581776622,1.2335461496,0.6502719319,7.7115683075,8.4866071429,"7,1","68,3","27,9","3,6","0,2"
051601,San Agustín,1640,781,859,1684,831,853,-2.7759418374,0.2361524062,97.4208675264,0,100,98.1569560048,82.6603325416,93.6339522546,98.5663082437,88.8307155323,88.5375494071,88.8888888889,88.188976378,8.7301587302,40.9722222222,40.5753968254,8.8293650794,0.5952380952,0.2976190476,7.0129482072,8.1315789474,"5,9","19,2","77,9","2,9","0,0"
060101,Tarija,153457,73954,79503,205375,99522,105853,1.6673987043,2.5993244984,94.0190641739,87.430797322,12.569202678,99.2152384299,87.7842970177,95.9275926513,98.1793373982,93.8927277865,87.5428401132,86.4559315731,88.6334801105,5.7646196374,23.1394230035,35.4361073354,31.3163400889,3.6646456007,0.678864334,10.1525762688,10.5128748716,"9,8","85,9","12,3","1,8","0,0"
060201,Padcaya,19260,10074,9186,18681,9611,9070,-0.4634206624,-0.2722568738,105.9647188534,0,100,98.6747831708,86.4568277929,90.8083031923,95.3520268211,85.9649122807,79.1200733272,76.4584052468,82.1344800625,12.721168678,53.3799110788,22.8654387079,8.9556301606,1.7693494238,0.3085019508,5.9056173628,6.2149599288,"5,6","52,2","44,5","3,3","0,0"
060202,Bermejo,33310,17140,16170,34505,17235,17270,0.0529924155,0.3143854535,99.7973364215,85.6803361832,14.3196638168,99.1580292077,90.1840312998,95.0321569921,97.5288166515,92.5637451832,84.5913261051,82.8401150843,86.3944138807,7.4756178392,33.6521162769,38.9593788467,17.2710917527,1.8795568601,0.7622384244,8.3591421475,8.7086386425,"8,0","83,6","14,5","1,8","0,0"
060301,Yacuiba,83518,41695,41823,92245,46112,46133,0.664244422,0.8864824461,99.9544794399,69.5571575695,30.4428424305,97.6276756663,85.5775380779,94.6138491748,96.7280499836,92.5539072763,85.369655319,84.5357266137,86.2485448196,7.6012649838,32.4937981707,40.1897475713,16.4580453349,1.4145851876,1.8425587517,8.3093887351,8.6417539989,"8,0","80,3","17,6","2,1","0,1"
060302,Caraparí,9035,5124,3911,15366,8946,6420,13.747645951,4.7367653327,139.3457943925,23.0964467005,76.9035532995,97.7640156454,89.8997787323,94.5371916157,96.7579908676,91.0731244065,83.9182024741,81.134751773,87.1072589382,7.4673629243,35.592689295,37.6083550914,17.4725848564,1.6187989556,0.2402088773,8.1767613039,8.5319727891,"7,6","66,5","31,8","1,7","0,0"
060303,Villamontes,23765,12531,11234,39867,20584,19283,7.7762936291,4.6144209991,106.7468754862,75.8221085108,24.1778914892,98.4785127714,84.360498658,96.5297317576,97.83904085,95.0966525224,84.1532360138,81.821132933,86.6783831283,5.3822152886,30.9065695961,43.547408563,17.3816952678,2.1884208702,0.5936904143,8.8361653674,9.14361167,"8,5","82,5","15,1","2,3","0,1"
060401,Uriondo,12331,6155,6176,14781,7345,7436,2.6596971328,1.6164647093,98.7762237762,0,100,98.5078676072,88.6340572356,90.9415396489,95.3770812929,86.6375213838,78.7956888472,77.9031499765,79.6823914059,12.2742474916,50.1672240803,26.878483835,9.1750278707,1.237458194,0.2675585284,6.1820932317,6.4482914687,"5,9","66,5","30,9","2,6","0,0"
060402,Yunchará,5173,2451,2722,5490,2730,2760,-3.8072703807,0.5304973184,98.9130434783,0,100,98.4632272228,87.2677595628,85.6402877698,93.2862190813,78.3342712437,74.954954955,75.2650176678,74.6323529412,21.0333333333,52.2666666667,18.1666666667,7.3,0.9333333333,0.3,4.7893324388,5.4435204435,"4,2","31,7","65,9","2,4","0,0"
060501,Villa San Lorenzo,21375,10391,10984,23863,11729,12134,2.0161876605,0.9821114691,96.6622713038,14.2521895822,85.7478104178,98.2570898042,86.8708879856,86.0711443091,90.5533746993,81.875296349,82.8713887667,82.4783861671,83.2785906241,18.1976703634,38.9063262886,25.3400292948,15.589035363,1.8134895724,0.1534491177,6.6211961487,6.97065265,"6,3","61,7","36,0","2,2","0,0"
060502,El Puente,10663,5120,5543,11354,5674,5680,0.5852674067,0.5600643206,99.8943661972,0,100,98.9275901799,85.9256649639,86.4904163913,93.6963519313,79.4891842585,78.6610878661,77.8761061947,79.4669897032,18.6785069235,51.1288380494,22.0048163757,6.8031306442,1.1890427453,0.1956652619,5.2273757365,5.8048481129,"4,7","44,0","54,2","1,8","0,1"
060601,Entre Ríos,19339,10670,8669,21991,11630,10361,-0.804144854,1.1462532287,112.2478525239,18.3893410941,81.6106589059,97.8178630744,82.9384748306,90.2397024384,93.0461459798,86.9604182226,80.6832901554,78.2948157402,83.2548755884,13.0078740157,43.4960629921,30.0708661417,11.968503937,1.0236220472,0.4330708661,6.6606546957,7.0327844752,"6,2","55,1","42,7","2,1","0,1"
070101,Santa Cruz de la Sierra,1131778,552605,579173,1454539,721661,732878,1.5139249597,2.2379200407,98.4694587639,99.1651650454,0.8348349546,98.0329005021,78.6062113151,98.5550434873,99.2920926098,97.8467631556,86.6631588948,86.4779660358,86.8494476016,2.3733333333,18.3290780142,47.7700992908,27.6402836879,3.3648794326,0.5223262411,10.6812472714,11.0619261282,"10,3","90,0","7,4","2,6","0,0"
070102,Cotoca,36425,19049,17376,45519,23504,22015,3.62181781,1.9879509847,106.763570293,53.3579384433,46.6420615567,96.2940943321,71.1680836574,96.2036055143,97.7336336951,94.5605160912,85.0424210034,83.9416999871,86.2250554324,6.211825321,33.6435783438,47.6046038144,10.4624589687,1.7160427141,0.3614908381,8.0444258523,8.3118488006,"7,8","83,4","13,6","3,0","0,0"
070103,Porongo,11085,6158,4927,15317,8157,7160,3.264185479,2.8843351411,113.9245810056,26.6109551479,73.3890448521,97.1411514991,78.0113599269,95.7734919984,96.4687917542,94.9656243069,85.9288212302,85.8759266485,85.9878154917,6.3961813842,32.0047732697,39.0095465394,19.5942720764,2.1121718377,0.8830548926,8.7526544402,8.67435094,"8,8","77,2","19,8","2,7","0,3"
070104,La Guardia,39552,20076,19476,89284,44924,44360,6.1791176777,7.2623917069,101.2714156898,88.569060526,11.430939474,97.8224756432,76.1177814614,97.1051774108,98.3307054226,95.8780931462,86.3821865827,85.598305683,87.1886120996,4.4540575182,31.1203236402,46.3390210687,15.0004005447,2.5995353681,0.4866618601,8.7120915494,9.0140151056,"8,4","85,6","11,5","2,9","0,0"
070105,El Torno,37961,19605,18356,49652,25286,24366,2.5423337794,2.3947282957,103.7757530986,64.0417304439,35.9582695561,97.8278001172,79.0179650367,93.4740409798,96.1670791332,90.6659113797,85.4779874214,84.4361370717,86.5396825397,9.8044205322,38.7305511124,36.6220735786,12.0910280646,2.3484077359,0.4035189763,7.3624922255,7.6119285714,"7,1","77,3","20,4","2,2","0,1"
070201,Warnes,45318,23809,21509,96406,48999,47407,8.209318752,6.7330857046,103.3581538591,83.8215463768,16.1784536232,96.7243639087,74.2785718731,96.9408969409,98.3203125,95.5229873519,85.1481250615,84.3256536371,85.9937454255,4.959296521,31.7275938868,48.6944167115,11.6139313417,2.2770908532,0.7276706858,8.4099535244,8.754561036,"8,1","84,7","12,9","2,3","0,1"
070202,Okinawa Uno,11661,6199,5462,12482,6434,6048,-0.646430579,0.6068687257,106.3822751323,51.3379266143,48.6620733857,96.261002988,77.2392244833,96.4800623458,97.3353071799,95.5293472298,86.6463985033,84.4731977819,88.8731060606,6.0988925285,35.5014818281,47.6524723132,8.7661831228,1.6534082046,0.3275620028,7.8333595347,7.9139465875,"7,7","76,8","20,7","2,4","0,1"
070301,San Ignacio de Velasco,41412,21251,20161,52362,26859,25503,2.574516573,2.0926311749,105.3170215269,44.1656162866,55.8343837134,95.6844066299,68.7960734884,95.911939579,97.6034450477,94.1160879936,83.9241549876,83.5060356799,84.3672175685,6.1489541031,38.4491609838,43.7169565551,9.3326181902,1.8274461727,0.5248639951,7.5884100467,7.8054990584,"7,4","67,7","30,1","2,2","0,1"
070302,San Miguel de Velasco,10273,5281,4992,11327,5861,5466,-0.3486106839,0.8711787198,107.2264910355,38.5362408405,61.4637591595,97.8830823738,76.0042376622,95.5782312925,97.5247524752,93.5087719298,86.2669741225,86.6992665037,85.7911733046,5.8923416539,45.3048055697,39.616233656,8.2356936662,0.7811173374,0.1698081168,7.0980191257,7.3404539386,"6,8","65,9","32,3","1,9","0,0"
070303,San Rafael,5017,2793,2224,6139,3280,2859,1.7379679144,1.8002402254,114.7254284715,51.669653038,48.330346962,95.2583387835,72.4710864962,96.6524973433,97.9352416706,94.9785670545,80.8433107756,78.8601036269,82.8451882845,5.0154798762,38.080495356,47.7399380805,8.2043343653,0.6811145511,0.2786377709,7.7061567164,7.8603140227,"7,5","72,6","25,8","1,5","0,1"
070401,Buena Vista,13273,7253,6020,12879,6934,5945,2.6438013576,-0.268781592,116.6358284273,34.2029660688,65.7970339312,96.6360380003,75.1999378834,94.086915222,96.3019360452,91.4248366013,83.6549916607,80.6352007058,87.2020725389,8.6497890295,41.3783403657,39.029535865,8.452883263,2.1800281294,0.3094233474,7.1445578231,7.4171635987,"6,8","76,2","21,9","1,9","0,0"
070402,San Carlos,16502,8790,7712,20093,10451,9642,2.2494651015,1.7561791264,108.3903754408,65.0674364206,34.9325635794,97.4589997975,70.5071417907,94.3242172017,96.8537286341,91.5389740173,86.6289458011,85.4651162791,87.851037851,8.2916705971,36.8172813885,41.2319592491,10.9895292897,1.9903782662,0.6791812093,7.5868593705,7.8481600572,"7,3","75,7","20,7","3,5","0,1"
070403,Yapacaní,31538,16998,14540,50558,27371,23187,0.0701595564,4.2094089282,118.0445939535,65.7680287986,34.2319712014,97.21219096,75.8890778907,94.6514765402,97.1819645733,91.4499151104,82.9397181628,82.4929613514,83.404311951,8.1945462798,39.5516916309,39.6773855661,10.2370727279,1.9517474949,0.3875563004,7.3906244509,7.6796633247,"7,0","78,0","19,7","2,2","0,1"
070404,San Juan de Yapacani,9131,5136,3995,9191,5024,4167,2.8691660291,0.0584191549,120.5663546916,58.764008269,41.235991731,97.410292988,70.8736807747,95.9461761199,97.5921975008,93.861003861,85.4507483467,84.5326160054,86.4357864358,6.3876215037,38.8216623686,42.7097798056,9.7401309264,1.9043840508,0.436421345,7.5366293034,7.6933945602,"7,3","79,0","19,6","1,4","0,1"
070501,San Joséde Chiquitos,16599,8714,7885,28922,15411,13511,4.0745715798,4.9526976512,114.0626156465,43.1712882926,56.8287117074,96.6600769951,75.0881681765,98.2671601615,98.8546886185,97.5537066932,77.5330396476,77.7595066804,77.2850067537,4.406557377,37.6852459016,46.4,8.8852459016,1.7967213115,0.8262295082,7.9541868329,8.1625692938,"7,7","74,7","21,3","3,9","0,1"
070502,Pailón,28520,15079,13441,37866,19798,18068,3.7802793278,2.5282427605,109.5749391189,26.0127819152,73.9872180848,95.4736115536,72.8727618444,97.8146774048,98.6215112321,96.8985507246,74.7399244818,74.7588908981,74.7200756978,5.3347109685,39.6650171298,47.9090760781,5.8295720268,1.0060362173,0.2555875795,7.141576963,7.3804848113,"6,9","79,5","15,4","5,0","0,0"
070503,Roboré,15240,8164,7076,15641,8228,7413,2.6412643429,0.2316609192,110.9941993795,67.732242184,32.267757816,98.0913341446,80.6534109072,97.9408960915,98.6445514535,97.1329100963,84.0329835082,78.109115554,91.3626834382,3.8272029334,24.6247278561,54.543371147,14.3577403461,2.2000687521,0.4468889653,9.2590535694,9.5885992046,"8,9","80,5","17,9","1,6","0,0"
070601,Portachuelo,16408,8566,7842,17885,9211,8674,-1.9306770327,0.7688101716,106.1909153793,78.7866927593,21.2133072407,97.1406144876,76.9751188146,96.4906389052,97.2553504329,95.6822107081,86.3974692966,84.9713055954,87.9350348028,5.27962456,28.2753226437,41.6699256942,20.4047712163,3.9303871725,0.4399687133,9.0040610143,8.9384674923,"9,1","87,4","11,5","1,1","0,0"
070602,Santa Rosa del Sara,15052,8577,6475,19217,10597,8620,0.8661941971,2.17891927,122.9350348028,27.2571160951,72.7428839049,95.6155496259,68.5070510486,93.9669891861,96.1968047505,90.9491006506,82.3190371249,80.5690268348,84.2480399145,8.4830245462,46.4685413336,36.8757641305,6.8654189787,1.0533245556,0.2539264554,6.5885914294,6.7462102689,"6,4","74,3","23,4","2,3","0,0"
070603,Colpa Belgica,6273,3276,2997,6069,3167,2902,4.4440131962,-0.2948896477,109.1316333563,75.3830944142,24.6169055858,97.6067807878,77.3274015489,97.5878342947,98.2621648461,96.8333333333,85.1097178683,84.0206185567,86.2288135593,3.3819422898,31.6785603475,53.1802668321,8.9978281105,2.2649705244,0.4964318957,8.417369572,8.5776869159,"8,2","86,2","9,3","4,3","0,2"
070701,Lagunillas,5283,2804,2479,5366,2921,2445,5.1446945338,0.1390443691,119.4683026585,0,100,94.8420855915,81.5132314573,92.6126126126,94.4444444444,90.3116531165,88.3694412771,88.3442265795,88.3971291866,10.3842159917,38.4215991693,38.8715818622,11.6995500173,0.5884389062,0.0346140533,7.265114663,7.8376703841,"6,5","62,1","36,7","1,2","0,0"
070702,Charagua,24427,12597,11830,32186,16719,15467,1.6192527668,2.4604045796,108.0946531325,10.8618654073,89.1381345927,92.6033834586,71.9536444417,96.5386490439,98.6066673547,94.2544459644,78.6586997235,78.8191507359,78.4798189363,5.838284681,42.5277706019,37.3869801085,10.4172048566,1.143115474,2.686644278,7.2531333333,7.8866563627,"6,6","68,5","29,2","2,1","0,2"
070703,Cabezas,22296,12047,10249,26434,14326,12108,-3.5124972351,1.5185062328,118.3184671292,17.8141787092,82.1858212908,95.8228905597,74.9451464024,96.0825767939,97.4373321397,94.3884690736,75,74.5929734362,75.462962963,5.7713488509,55.3050884793,30.6410162273,7.0196049637,1.0426609883,0.2202804905,6.3699985235,6.766273366,"5,9","70,5","20,5","9,0","0,0"
070704,Cuevo,3406,1872,1534,5052,2524,2528,-3.4679443304,3.5165130219,99.8417721519,48.9904988124,51.0095011876,96.0995024876,72.5059382423,93.4024505184,94.074526573,92.6908150065,88.7941534714,84.3596059113,93.1325301205,10.8518518519,29,40.1111111111,17.9259259259,1.8148148148,0.2962962963,8.2096412556,8.5828445748,"7,8","62,9","34,6","2,4","0,0"
070705,Gutiérrez,11393,5683,5710,12273,6145,6128,-4.6580583453,0.6636413509,100.2774151436,0,100,94.5892930119,79.3123115783,93.9012168933,96.8785796105,90.924706556,90.0022568269,90.39497307,89.6050839764,10.5299262562,40.2503858686,38.123820957,10.1354827645,0.7888869834,0.1714971703,6.9453854131,7.5811188811,"6,3","50,6","46,0","3,3","0,0"
070706,Camiri,30897,14842,16055,33838,16328,17510,0.3383483345,0.8110176053,93.2495716733,85.2739523613,14.7260476387,98.2216304187,83.4594243159,96.7335490831,98.2725527831,95.3572012424,90.4235205143,88.7935856797,92.0997123682,4.9285138945,21.4156262586,42.0207410391,29.2488924688,1.7015706806,0.6846556585,10.0832274783,10.5192894507,"9,7","86,2","12,3","1,5","0,0"
070707,Boyuibe,4031,2225,1806,5087,2591,2496,-2.0421753607,2.0753569274,103.8060897436,66.8566935325,33.1433064675,95.5485522947,80.7745232947,96.0083407805,97.485380117,94.4748026715,84.3767949454,80.9836065574,88.1355932203,6.511627907,31.5563506261,42.2540250447,15.885509839,1.14490161,2.6475849732,8.3705437523,8.7582733813,"8,0","77,5","22,2","0,3","0,1"
070801,Vallegrande,16837,8622,8215,17208,8769,8439,-1.5676028739,0.194407542,103.9104159261,59.0306834031,40.9693165969,98.3871910244,79.9744304974,94.428807947,96.1003236246,92.6779661017,86.4362850972,83.5696413678,89.5161290323,8.1440286549,37.4964652653,34.6592515788,18.1449712508,1.0651333773,0.4901498727,7.8508371385,7.9590501122,"7,7","69,8","27,1","3,0","0,1"
070802,Trigal,2133,1121,1012,2135,1108,1027,7.756232687,0.0083595127,107.8870496592,0,100,96.3397465978,81.7798594848,96.0459183673,97.6800976801,94.259012016,87.6016260163,84.5238095238,90.8333333333,7.0815450644,32.6180257511,46.5665236052,12.5178826896,1.0014306152,0.2145922747,8.1639108555,8.4043715847,"7,9","71,1","23,8","5,0","0,0"
070803,Moro Moro,3366,1753,1613,2767,1442,1325,-3.3630470016,-1.7478971441,108.8301886792,0,100,98.7323433539,79.4723527286,91.6243654822,95.9223300971,86.914893617,83.9945280438,81.3895781638,87.1951219512,11.4416475973,50.5148741419,30.0343249428,7.3798627002,0.5720823799,0.057208238,6.0154727794,6.3836689038,"5,6","54,8","42,7","2,5","0,0"
070804,Postrer Valle,2545,1401,1144,2390,1297,1093,2.3762376238,-0.5604834022,118.6642268984,0,100,95.5023118958,67.8661087866,90.2918403812,91.5584415584,88.7417218543,86.3414634146,83.5329341317,89.6797153025,12.1171770972,40.6790945406,32.9560585885,12.9161118509,1.2649800266,0.0665778961,7.111409396,6.9742014742,"7,3","67,1","31,6","1,4","0,0"
070805,Pucara,2548,1367,1181,2076,1119,957,-2.972972973,-1.8273206239,116.9278996865,0,100,97.7217644207,79.2870905588,94.1500344116,95.4663212435,92.657856094,84.729981378,82.5806451613,87.6651982379,8.9792785879,43.4382194935,31.1588641596,15.2724481965,0.92095165,0.2302379125,7.0854503464,7.0408759124,"7,1","56,6","42,2","1,2","0,0"
070901,Samaipata,9739,5241,4498,10472,5552,4920,2.1516164994,0.6472648748,112.8455284553,41.9977081742,58.0022918258,97.9376498801,78.0557677617,93.6855310845,95.780151081,91.2743628186,87.6673713883,86.0194174757,89.6365042537,9.1830272324,41.4344521849,34.8638378721,12.8245725142,1.3141228626,0.3799873338,7.2847798341,7.4242878561,"7,1","74,6","22,7","2,6","0,0"
070902,Pampa Grande,7933,4231,3702,9198,4796,4402,3.3927903206,1.3196975013,108.9504770559,38.8345292455,61.1654707545,97.4948262716,78.3539899978,93.1199472034,96.214511041,89.7267381529,82.770745429,81.0263335584,84.6661775495,9.6990607629,49.7603986966,31.8957255127,7.7630822312,0.7475560667,0.1341767299,6.3540265232,6.6650735294,"6,0","64,9","30,8","4,3","0,0"
070903,Mairana,7747,4107,3640,10177,5293,4884,9.1723356009,2.4334861478,108.3742833743,66.3849857522,33.6150142478,98.0082823901,76.9578461236,94.135475072,96.8497109827,91.14367633,86.4058993267,84.8559166156,88.1048387097,8.2554242371,43.5526547892,34.1859234433,11.3776680191,2.4166519668,0.2116775445,7.2052921328,7.4703678474,"6,9","74,7","22,9","2,3","0,1"
070904,Quirusillas,2028,1096,932,2995,1554,1441,6.6875244427,3.4776995955,107.8417765441,0,100,97.2864321608,78.3973288815,95.3651685393,96.2761126249,94.3961352657,83.7387964149,80.9178743961,86.9209809264,8.4854994629,37.3254564984,41.3533834586,11.3319011815,1.2352309345,0.268528464,7.5933946941,7.5041841004,"7,7","75,0","22,5","2,5","0,0"
071001,Montero,80341,39857,40484,109518,54488,55030,2.0683256362,2.7633707782,99.0150826822,97.9729359557,2.0270640443,98.1827327602,78.3231980131,97.0965174675,98.4898537046,95.7346357346,86.6941015089,86.2502191317,87.1370262391,4.7114535677,27.2911148567,46.0630869251,18.0608395537,3.1720041737,0.701500923,9.1526598594,9.4661047522,"8,8","86,3","11,1","2,6","0,0"
